pub_id,year
pub.1024396521,2007
pub.1024198087,2007
pub.1024115502,2007
pub.1023600744,2007
pub.1023032360,2007
pub.1021894711,2007
pub.1020946490,2007
pub.1020344916,2007
pub.1019696638,2007
pub.1018709404,2007
pub.1017751291,2007
pub.1017498347,2007
pub.1016379536,2007
pub.1016071205,2007
pub.1015387041,2007
pub.1014794906,2007
pub.1014164232,2007
pub.1013934903,2007
pub.1010097181,2007
pub.1008953356,2007
pub.1008900263,2007
pub.1008547210,2007
pub.1008458214,2007
pub.1007511565,2007
pub.1006908185,2007
pub.1006702423,2007
pub.1004494669,2007
pub.1003578186,2007
pub.1003470190,2007
pub.1001916160,2007
pub.1001747021,2007
pub.1001736710,2007
pub.1001657358,2007
pub.1001626919,2007
pub.1001309416,2007
pub.1000981105,2007
pub.1051882022,2007
pub.1051353283,2007
pub.1050936309,2007
pub.1050610847,2007
pub.1049828815,2007
pub.1049023134,2007
pub.1045694615,2007
pub.1042243019,2007
pub.1041157099,2007
pub.1040400167,2007
pub.1039818683,2007
pub.1037972007,2007
pub.1036112289,2007
pub.1035902863,2007
pub.1035471765,2007
pub.1031295985,2007
pub.1030734769,2007
pub.1030619865,2007
pub.1030310914,2007
pub.1026122820,2007
pub.1026027906,2007
pub.1021250751,2007
pub.1020240384,2007
pub.1019163717,2007
pub.1016281707,2007
pub.1013623653,2007
pub.1013373637,2007
pub.1012331835,2007
pub.1009630861,2007
pub.1007213070,2007
pub.1005211188,2007
pub.1003652058,2007
pub.1002602350,2007
pub.1053524430,2007
pub.1045550578,2007
pub.1035943632,2007
pub.1028714910,2007
pub.1016434628,2007
pub.1039033609,2007
pub.1021793748,2007
pub.1021641853,2007
pub.1101116201,2007
pub.1101116200,2007
pub.1101116199,2007
pub.1101116198,2007
pub.1101116197,2007
pub.1101116196,2007
pub.1101116195,2007
pub.1101116194,2007
pub.1101116193,2007
pub.1101116192,2007
pub.1101116191,2007
pub.1101116190,2007
pub.1101116189,2007
pub.1101116188,2007
pub.1062798649,2007
pub.1001992014,2007
pub.1113911952,2007
pub.1113911951,2007
pub.1113911950,2007
pub.1113911949,2007
pub.1113911948,2007
pub.1113911947,2007
pub.1113911946,2007
pub.1113911945,2007
pub.1113911944,2007
pub.1113911943,2007
pub.1113911942,2007
pub.1113911941,2007
pub.1113911940,2007
pub.1113911939,2007
pub.1113911938,2007
pub.1113911937,2007
pub.1113911936,2007
pub.1113911935,2007
pub.1113911934,2007
pub.1113911933,2007
pub.1113911930,2007
pub.1077365445,2007
pub.1077365444,2007
pub.1077365443,2007
pub.1077363141,2007
pub.1077363136,2007
pub.1062798648,2007
pub.1062798643,2007
pub.1062798642,2007
pub.1062798641,2007
pub.1062798640,2007
pub.1062798639,2007
pub.1062798638,2007
pub.1062798618,2007
pub.1062798617,2007
pub.1062798608,2007
pub.1052677270,2007
pub.1052424551,2007
pub.1052015302,2007
pub.1051779433,2007
pub.1051670224,2007
pub.1051510378,2007
pub.1051318983,2007
pub.1051273260,2007
pub.1050361083,2007
pub.1047473120,2007
pub.1046970209,2007
pub.1046390082,2007
pub.1045543992,2007
pub.1042965892,2007
pub.1042408525,2007
pub.1041880080,2007
pub.1041615478,2007
pub.1041443009,2007
pub.1040910556,2007
pub.1037481416,2007
pub.1037134753,2007
pub.1035646852,2007
pub.1030061987,2007
pub.1029456603,2007
pub.1029282132,2007
pub.1029226880,2007
pub.1028981927,2007
pub.1028247102,2007
pub.1026184307,2007
pub.1024610694,2007
pub.1023740152,2007
pub.1021029005,2007
pub.1019832254,2007
pub.1018155903,2007
pub.1017822463,2007
pub.1017069102,2007
pub.1015704225,2007
pub.1014157362,2007
pub.1013169003,2007
pub.1012334286,2007
pub.1011014281,2007
pub.1010278919,2007
pub.1008681788,2007
pub.1007676436,2007
pub.1006192159,2007
pub.1003067457,2007
pub.1002873950,2007
pub.1002825616,2007
pub.1002036871,2007
pub.1000795413,2007
pub.1000625101,2007
pub.1053484580,2007
pub.1053323768,2007
pub.1053174274,2007
pub.1052823591,2007
pub.1052348860,2007
pub.1051886999,2007
pub.1051428948,2007
pub.1051284019,2007
pub.1051166536,2007
pub.1050811107,2007
pub.1050791136,2007
pub.1050784812,2007
pub.1049793606,2007
pub.1049262859,2007
pub.1049111388,2007
pub.1048763629,2007
pub.1048673098,2007
pub.1048518660,2007
pub.1047875646,2007
pub.1047069076,2007
pub.1047021790,2007
pub.1046415601,2007
pub.1045887952,2007
pub.1045820979,2007
pub.1045021765,2007
pub.1044776010,2007
pub.1044576467,2007
pub.1044478603,2007
pub.1044375491,2007
pub.1044264277,2007
pub.1044252162,2007
pub.1043960080,2007
pub.1043722316,2007
pub.1043716975,2007
pub.1043419517,2007
pub.1043324534,2007
pub.1043206131,2007
pub.1043094300,2007
pub.1043075962,2007
pub.1042672719,2007
pub.1042226910,2007
pub.1041636926,2007
pub.1041304313,2007
pub.1041222737,2007
pub.1041041270,2007
pub.1040870060,2007
pub.1040522537,2007
pub.1040448837,2007
pub.1040212402,2007
pub.1040186148,2007
pub.1040094888,2007
pub.1040068580,2007
pub.1039391557,2007
pub.1039084586,2007
pub.1038410955,2007
pub.1038263456,2007
pub.1037980160,2007
pub.1037815922,2007
pub.1037690216,2007
pub.1037306743,2007
pub.1037057651,2007
pub.1036847268,2007
pub.1036724195,2007
pub.1036647393,2007
pub.1036646106,2007
pub.1036145436,2007
pub.1035798947,2007
pub.1035510271,2007
pub.1035424853,2007
pub.1034760019,2007
pub.1034489600,2007
pub.1034408463,2007
pub.1033903408,2007
pub.1032924039,2007
pub.1032785427,2007
pub.1032286595,2007
pub.1032237818,2007
pub.1032121475,2007
pub.1031652533,2007
pub.1030871933,2007
pub.1030819647,2007
pub.1030513916,2007
pub.1030179418,2007
pub.1029987682,2007
pub.1029234000,2007
pub.1029065428,2007
pub.1028882111,2007
pub.1028816594,2007
pub.1028601204,2007
pub.1028386375,2007
pub.1028143567,2007
pub.1028061860,2007
pub.1028033804,2007
pub.1027293359,2007
pub.1027115283,2007
pub.1026733910,2007
pub.1026710903,2007
pub.1026676445,2007
pub.1025843296,2007
pub.1025778561,2007
pub.1025649565,2007
pub.1025540266,2007
pub.1024551403,2007
pub.1024354515,2007
pub.1024151768,2007
pub.1023893291,2007
pub.1023451363,2007
pub.1023168397,2007
pub.1022039678,2007
pub.1021950588,2007
pub.1021871946,2007
pub.1021619012,2007
pub.1021468266,2007
pub.1021446431,2007
pub.1021009044,2007
pub.1020651861,2007
pub.1020423368,2007
pub.1020395537,2007
pub.1019836847,2007
pub.1019802292,2007
pub.1019705725,2007
pub.1019455847,2007
pub.1019434982,2007
pub.1019317643,2007
pub.1019187397,2007
pub.1018840183,2007
pub.1018704018,2007
pub.1017670234,2007
pub.1017317913,2007
pub.1016665561,2007
pub.1016571660,2007
pub.1016401400,2007
pub.1015657557,2007
pub.1015221638,2007
pub.1015137091,2007
pub.1014932884,2007
pub.1014543918,2007
pub.1014192796,2007
pub.1014058026,2007
pub.1013787317,2007
pub.1013473937,2007
pub.1013437250,2007
pub.1013385670,2007
pub.1012437599,2007
pub.1012120343,2007
pub.1011914818,2007
pub.1011051838,2007
pub.1011049301,2007
pub.1011001830,2007
pub.1010967869,2007
pub.1010937793,2007
pub.1010884266,2007
pub.1010634658,2007
pub.1010393991,2007
pub.1009808408,2007
pub.1009627522,2007
pub.1009409913,2007
pub.1009273526,2007
pub.1008805900,2007
pub.1008661425,2007
pub.1008605966,2007
pub.1008548356,2007
pub.1007704112,2007
pub.1007203426,2007
pub.1006833419,2007
pub.1006110926,2007
pub.1005485845,2007
pub.1005448588,2007
pub.1004764337,2007
pub.1004460870,2007
pub.1004426169,2007
pub.1004088222,2007
pub.1004025148,2007
pub.1003848023,2007
pub.1003797766,2007
pub.1003329576,2007
pub.1002966060,2007
pub.1002905122,2007
pub.1002362080,2007
pub.1001958386,2007
pub.1001730113,2007
pub.1001145540,2007
pub.1000955697,2007
pub.1000550862,2007
pub.1000044175,2007
pub.1050915351,2007
pub.1049154498,2007
pub.1040519418,2007
pub.1038969112,2007
pub.1036608191,2007
pub.1029979130,2007
pub.1023317708,2007
pub.1021850526,2007
pub.1003519429,2007
pub.1001684340,2007
pub.1051232513,2007
pub.1049026646,2007
pub.1046346993,2007
pub.1039975228,2007
pub.1026934542,2007
pub.1023711101,2007
pub.1023160887,2007
pub.1022124138,2007
pub.1016786158,2007
pub.1010454303,2007
pub.1008376851,2007
pub.1007207758,2007
pub.1002070882,2007
pub.1001838166,2007
pub.1000639553,2007
pub.1014952287,2007
pub.1002608775,2007
pub.1001083511,2007
pub.1101116187,2007
pub.1101116186,2007
pub.1101116185,2007
pub.1101116184,2007
pub.1101116183,2007
pub.1101116182,2007
pub.1101116181,2007
pub.1101116180,2007
pub.1047305659,2007
pub.1046265130,2007
pub.1035140597,2007
pub.1034337870,2007
pub.1029381175,2007
pub.1027037986,2007
pub.1077361080,2007
pub.1077361079,2007
pub.1077361078,2007
pub.1077360403,2007
pub.1077360388,2007
pub.1077360387,2007
pub.1077360385,2007
pub.1077360384,2007
pub.1077360383,2007
pub.1077359847,2007
pub.1062798632,2007
pub.1062798630,2007
pub.1062798629,2007
pub.1062798628,2007
pub.1062798627,2007
pub.1062798626,2007
pub.1062798625,2007
pub.1062798605,2007
pub.1062798598,2007
pub.1050896529,2007
pub.1050805790,2007
pub.1050635670,2007
pub.1049372481,2007
pub.1049330042,2007
pub.1049053046,2007
pub.1048655270,2007
pub.1048436259,2007
pub.1048093119,2007
pub.1047315848,2007
pub.1046720863,2007
pub.1046514784,2007
pub.1044898425,2007
pub.1044746315,2007
pub.1044184014,2007
pub.1044094970,2007
pub.1044035836,2007
pub.1042832910,2007
pub.1042223214,2007
pub.1041887768,2007
pub.1040536926,2007
pub.1040103369,2007
pub.1038416149,2007
pub.1037702795,2007
pub.1036975617,2007
pub.1036492347,2007
pub.1036351509,2007
pub.1035265013,2007
pub.1034854460,2007
pub.1034825373,2007
pub.1034586061,2007
pub.1034347646,2007
pub.1034291343,2007
pub.1033646477,2007
pub.1033280539,2007
pub.1033079718,2007
pub.1032809385,2007
pub.1032134242,2007
pub.1031251952,2007
pub.1030284553,2007
pub.1029938198,2007
pub.1029771089,2007
pub.1029764520,2007
pub.1029400317,2007
pub.1028020043,2007
pub.1027731938,2007
pub.1027260652,2007
pub.1026651009,2007
pub.1024777101,2007
pub.1024355828,2007
pub.1023371319,2007
pub.1022513145,2007
pub.1021537553,2007
pub.1020474226,2007
pub.1019239679,2007
pub.1019142419,2007
pub.1019065190,2007
pub.1019040128,2007
pub.1018020851,2007
pub.1017071269,2007
pub.1017056279,2007
pub.1016114616,2007
pub.1015610572,2007
pub.1014829385,2007
pub.1013812086,2007
pub.1013247761,2007
pub.1013054126,2007
pub.1012182079,2007
pub.1009826643,2007
pub.1007122708,2007
pub.1005424152,2007
pub.1005192211,2007
pub.1002538465,2007
pub.1001268813,2007
pub.1000713083,2007
pub.1000652080,2007
pub.1053516146,2007
pub.1051400256,2007
pub.1051168786,2007
pub.1048313150,2007
pub.1045581587,2007
pub.1044431623,2007
pub.1043915009,2007
pub.1039636621,2007
pub.1038029624,2007
pub.1036395253,2007
pub.1036017743,2007
pub.1035309477,2007
pub.1035272542,2007
pub.1030716230,2007
pub.1029744235,2007
pub.1029290131,2007
pub.1028074970,2007
pub.1026576580,2007
pub.1023507205,2007
pub.1023350984,2007
pub.1017838891,2007
pub.1015512830,2007
pub.1014850894,2007
pub.1009972346,2007
pub.1009928216,2007
pub.1008624982,2007
pub.1008605980,2007
pub.1006176009,2007
pub.1002968358,2007
pub.1002416812,2007
pub.1001296594,2007
pub.1000800356,2007
pub.1000148404,2007
pub.1038245941,2007
pub.1037096874,2007
pub.1033312431,2007
pub.1023758253,2007
pub.1028043809,2007
pub.1023506701,2007
pub.1101116287,2007
pub.1101116173,2007
pub.1101116172,2007
pub.1101116171,2007
pub.1101116170,2007
pub.1101116169,2007
pub.1101116168,2007
pub.1101116167,2007
pub.1101116166,2007
pub.1101116165,2007
pub.1101116164,2007
pub.1101116163,2007
pub.1053634543,2007
pub.1015039130,2007
pub.1077354517,2007
pub.1077354516,2007
pub.1077354515,2007
pub.1077353282,2007
pub.1077353281,2007
pub.1062798624,2007
pub.1062798619,2007
pub.1062798614,2007
pub.1062798611,2007
pub.1062798610,2007
pub.1052650047,2007
pub.1051559734,2007
pub.1050935677,2007
pub.1050730206,2007
pub.1048454007,2007
pub.1047568681,2007
pub.1043159852,2007
pub.1042677258,2007
pub.1042258075,2007
pub.1041710258,2007
pub.1041636625,2007
pub.1041543002,2007
pub.1041461818,2007
pub.1040760636,2007
pub.1039668585,2007
pub.1039627344,2007
pub.1039459752,2007
pub.1038653210,2007
pub.1037314785,2007
pub.1037045386,2007
pub.1036111465,2007
pub.1034889046,2007
pub.1034613467,2007
pub.1034301189,2007
pub.1033536742,2007
pub.1033144807,2007
pub.1033038832,2007
pub.1032669151,2007
pub.1030770843,2007
pub.1030432727,2007
pub.1029818586,2007
pub.1029768384,2007
pub.1028232468,2007
pub.1028204336,2007
pub.1027563884,2007
pub.1026480796,2007
pub.1025524969,2007
pub.1025273920,2007
pub.1024490149,2007
pub.1024272683,2007
pub.1022860747,2007
pub.1022154822,2007
pub.1022096901,2007
pub.1022004586,2007
pub.1020881612,2007
pub.1019077103,2007
pub.1018644190,2007
pub.1018518156,2007
pub.1018069421,2007
pub.1017634648,2007
pub.1017563507,2007
pub.1017373541,2007
pub.1016644046,2007
pub.1016597216,2007
pub.1015794885,2007
pub.1014914152,2007
pub.1014271720,2007
pub.1014123548,2007
pub.1014082582,2007
pub.1013595535,2007
pub.1012669005,2007
pub.1011922395,2007
pub.1011694493,2007
pub.1011356232,2007
pub.1010778350,2007
pub.1010626789,2007
pub.1010430690,2007
pub.1009283832,2007
pub.1009059418,2007
pub.1008432247,2007
pub.1005811303,2007
pub.1005045655,2007
pub.1004776446,2007
pub.1003145454,2007
pub.1002836313,2007
pub.1001899947,2007
pub.1001314676,2007
pub.1053336419,2007
pub.1052499821,2007
pub.1051051639,2007
pub.1049359387,2007
pub.1047935571,2007
pub.1047482861,2007
pub.1045859267,2007
pub.1044192707,2007
pub.1043887912,2007
pub.1041325052,2007
pub.1039745661,2007
pub.1039390490,2007
pub.1038010754,2007
pub.1037607243,2007
pub.1035508427,2007
pub.1035264765,2007
pub.1035239915,2007
pub.1031834698,2007
pub.1031239550,2007
pub.1030784359,2007
pub.1030039974,2007
pub.1029670414,2007
pub.1027060211,2007
pub.1023480733,2007
pub.1022963402,2007
pub.1014027615,2007
pub.1011141450,2007
pub.1010434617,2007
pub.1006397208,2007
pub.1005245520,2007
pub.1002622541,2007
pub.1002062041,2007
pub.1001838975,2007
pub.1000502224,2007
pub.1050514513,2007
pub.1046684590,2007
pub.1029323000,2007
pub.1024766747,2007
pub.1015647661,2007
pub.1015152208,2007
pub.1012262652,2007
pub.1004322118,2007
pub.1003513109,2007
pub.1101116162,2007
pub.1101116161,2007
pub.1101116160,2007
pub.1101116159,2007
pub.1101116158,2007
pub.1101116157,2007
pub.1101116156,2007
pub.1043382777,2007
pub.1035661976,2007
pub.1034017623,2007
pub.1077348818,2007
pub.1077348816,2007
pub.1077348815,2007
pub.1077348814,2007
pub.1077348813,2007
pub.1077348812,2007
pub.1077348811,2007
pub.1077346998,2007
pub.1062798606,2007
pub.1062798604,2007
pub.1062798603,2007
pub.1062798602,2007
pub.1062798599,2007
pub.1062798570,2007
pub.1062798517,2007
pub.1053273573,2007
pub.1053199252,2007
pub.1051422158,2007
pub.1050719279,2007
pub.1048769398,2007
pub.1047616938,2007
pub.1047599082,2007
pub.1047183166,2007
pub.1047028936,2007
pub.1046776836,2007
pub.1045866443,2007
pub.1043953213,2007
pub.1043852888,2007
pub.1043331128,2007
pub.1043204438,2007
pub.1042915585,2007
pub.1042011157,2007
pub.1040530730,2007
pub.1039782765,2007
pub.1037023172,2007
pub.1036762714,2007
pub.1035455739,2007
pub.1033783197,2007
pub.1032194708,2007
pub.1031980775,2007
pub.1031528384,2007
pub.1030891092,2007
pub.1029222237,2007
pub.1029140061,2007
pub.1028921453,2007
pub.1028475920,2007
pub.1027629039,2007
pub.1027439253,2007
pub.1027233554,2007
pub.1027203477,2007
pub.1026671106,2007
pub.1025910902,2007
pub.1025400426,2007
pub.1025111240,2007
pub.1024908095,2007
pub.1022818798,2007
pub.1020571362,2007
pub.1020476419,2007
pub.1019887040,2007
pub.1019479840,2007
pub.1018858626,2007
pub.1018639983,2007
pub.1016674178,2007
pub.1015773544,2007
pub.1015674794,2007
pub.1014006435,2007
pub.1013321090,2007
pub.1011888519,2007
pub.1011638963,2007
pub.1011504931,2007
pub.1011398419,2007
pub.1007947936,2007
pub.1007585811,2007
pub.1007272406,2007
pub.1006971481,2007
pub.1006134477,2007
pub.1006081147,2007
pub.1005496962,2007
pub.1004391563,2007
pub.1004226332,2007
pub.1003890086,2007
pub.1002899662,2007
pub.1001852200,2007
pub.1001480542,2007
pub.1001354704,2007
pub.1052627827,2007
pub.1050843159,2007
pub.1050839121,2007
pub.1049437594,2007
pub.1049299459,2007
pub.1047441229,2007
pub.1045801637,2007
pub.1041531838,2007
pub.1040828963,2007
pub.1037678353,2007
pub.1035547592,2007
pub.1035467518,2007
pub.1031785650,2007
pub.1031652192,2007
pub.1031316351,2007
pub.1029805495,2007
pub.1029238857,2007
pub.1029185280,2007
pub.1029081558,2007
pub.1024439615,2007
pub.1023503638,2007
pub.1022985166,2007
pub.1022902122,2007
pub.1021132274,2007
pub.1019072138,2007
pub.1015809045,2007
pub.1014778381,2007
pub.1014464839,2007
pub.1010048828,2007
pub.1007168250,2007
pub.1005866896,2007
pub.1004822598,2007
pub.1003517330,2007
pub.1002949509,2007
pub.1001960303,2007
pub.1000399473,2007
pub.1000329770,2007
pub.1046609430,2007
pub.1037284559,2007
pub.1028896416,2007
pub.1038742165,2007
pub.1024563608,2007
pub.1101133503,2007
pub.1101133502,2007
pub.1101133501,2007
pub.1101133500,2007
pub.1101133499,2007
pub.1101133498,2007
pub.1101133497,2007
pub.1101133496,2007
pub.1101133495,2007
pub.1101133494,2007
pub.1101133493,2007
pub.1062798576,2007
pub.1062798575,2007
pub.1062798567,2007
pub.1062798565,2007
pub.1062798562,2007
pub.1062798556,2007
pub.1062798551,2007
pub.1062798550,2007
pub.1062798547,2007
pub.1062798546,2007
pub.1062798545,2007
pub.1062798536,2007
pub.1062798534,2007
pub.1062798527,2007
pub.1062798526,2007
pub.1062798525,2007
pub.1062798522,2007
pub.1062798503,2007
pub.1077344623,2007
pub.1077344622,2007
pub.1077344621,2007
pub.1077344620,2007
pub.1077344619,2007
pub.1077344618,2007
pub.1077344617,2007
pub.1077344058,2007
pub.1062798592,2007
pub.1062798591,2007
pub.1062798590,2007
pub.1062798589,2007
pub.1062798588,2007
pub.1062798587,2007
pub.1062798586,2007
pub.1062798585,2007
pub.1062798583,2007
pub.1062798582,2007
pub.1062798574,2007
pub.1062798568,2007
pub.1053605748,2007
pub.1052739664,2007
pub.1052372659,2007
pub.1052344406,2007
pub.1051846166,2007
pub.1051515453,2007
pub.1051308956,2007
pub.1051094158,2007
pub.1049698273,2007
pub.1045338187,2007
pub.1042115076,2007
pub.1041950493,2007
pub.1040675101,2007
pub.1039898123,2007
pub.1039842653,2007
pub.1039032070,2007
pub.1038706140,2007
pub.1038391081,2007
pub.1036495346,2007
pub.1036335034,2007
pub.1036224682,2007
pub.1036185922,2007
pub.1034358683,2007
pub.1034320585,2007
pub.1032729188,2007
pub.1032405599,2007
pub.1032060881,2007
pub.1031452906,2007
pub.1031342838,2007
pub.1031196390,2007
pub.1029421938,2007
pub.1028869109,2007
pub.1025619763,2007
pub.1024379091,2007
pub.1023842167,2007
pub.1023147166,2007
pub.1022248941,2007
pub.1021130322,2007
pub.1020990589,2007
pub.1020685275,2007
pub.1016229003,2007
pub.1016158349,2007
pub.1015603227,2007
pub.1015507019,2007
pub.1015194114,2007
pub.1015104072,2007
pub.1013359532,2007
pub.1013086070,2007
pub.1012308492,2007
pub.1011825152,2007
pub.1010585548,2007
pub.1009251445,2007
pub.1008915967,2007
pub.1008847835,2007
pub.1007901481,2007
pub.1007741053,2007
pub.1004608305,2007
pub.1003610457,2007
pub.1003155833,2007
pub.1003127467,2007
pub.1003077992,2007
pub.1002544008,2007
pub.1002431840,2007
pub.1051680645,2007
pub.1051281074,2007
pub.1050515836,2007
pub.1043878122,2007
pub.1043439691,2007
pub.1040504310,2007
pub.1034810121,2007
pub.1034779957,2007
pub.1034700335,2007
pub.1026743451,2007
pub.1026570104,2007
pub.1025432002,2007
pub.1024428777,2007
pub.1023436129,2007
pub.1022189362,2007
pub.1022015415,2007
pub.1021858276,2007
pub.1019189080,2007
pub.1019023077,2007
pub.1017741049,2007
pub.1017441638,2007
pub.1017179166,2007
pub.1016754191,2007
pub.1015034601,2007
pub.1014265895,2007
pub.1014001288,2007
pub.1010253241,2007
pub.1009319823,2007
pub.1002335787,2007
pub.1000619506,2007
pub.1040090492,2007
pub.1036010214,2007
pub.1019015851,2007
pub.1113911929,2007
pub.1113911926,2007
pub.1113911924,2007
pub.1113911923,2007
pub.1113911922,2007
pub.1113911921,2007
pub.1113911920,2007
pub.1113911919,2007
pub.1113911918,2007
pub.1113911917,2007
pub.1113911916,2007
pub.1113911915,2007
pub.1113911914,2007
pub.1113911913,2007
pub.1113911912,2007
pub.1113911911,2007
pub.1113911910,2007
pub.1113911909,2007
pub.1113911908,2007
pub.1113911907,2007
pub.1113911906,2007
pub.1113911905,2007
pub.1046536122,2007
pub.1037510796,2007
pub.1021740654,2007
pub.1001447195,2007
pub.1053614782,2007
pub.1053569601,2007
pub.1052964436,2007
pub.1052742154,2007
pub.1052453843,2007
pub.1051911826,2007
pub.1051307115,2007
pub.1051032283,2007
pub.1049837457,2007
pub.1049153071,2007
pub.1048988401,2007
pub.1048146100,2007
pub.1047955921,2007
pub.1047914996,2007
pub.1047396318,2007
pub.1047212226,2007
pub.1047185119,2007
pub.1047002052,2007
pub.1046909181,2007
pub.1045744152,2007
pub.1045161780,2007
pub.1045067228,2007
pub.1044815202,2007
pub.1044726960,2007
pub.1044609324,2007
pub.1044350031,2007
pub.1044279633,2007
pub.1044128022,2007
pub.1044120515,2007
pub.1044046099,2007
pub.1043810042,2007
pub.1043206416,2007
pub.1042904726,2007
pub.1042376120,2007
pub.1042297898,2007
pub.1042197365,2007
pub.1042038179,2007
pub.1041327019,2007
pub.1040955167,2007
pub.1040738255,2007
pub.1040707598,2007
pub.1040681207,2007
pub.1040204342,2007
pub.1040018476,2007
pub.1039617755,2007
pub.1039490687,2007
pub.1039386763,2007
pub.1039096625,2007
pub.1039042300,2007
pub.1038801607,2007
pub.1038704551,2007
pub.1038461430,2007
pub.1038018423,2007
pub.1037510927,2007
pub.1037459275,2007
pub.1037291576,2007
pub.1037275793,2007
pub.1036889191,2007
pub.1036637744,2007
pub.1036005447,2007
pub.1035981960,2007
pub.1035937810,2007
pub.1035913505,2007
pub.1035874109,2007
pub.1035557090,2007
pub.1035369702,2007
pub.1034912216,2007
pub.1034897764,2007
pub.1034225789,2007
pub.1033940932,2007
pub.1032921409,2007
pub.1032642611,2007
pub.1032515519,2007
pub.1032378005,2007
pub.1032065719,2007
pub.1031988580,2007
pub.1031698068,2007
pub.1031276709,2007
pub.1031136560,2007
pub.1030760634,2007
pub.1030045575,2007
pub.1029994507,2007
pub.1029410879,2007
pub.1028182612,2007
pub.1027860066,2007
pub.1027085489,2007
pub.1026906324,2007
pub.1026602526,2007
pub.1026518502,2007
pub.1026236207,2007
pub.1025371280,2007
pub.1024013781,2007
pub.1024009725,2007
pub.1023767270,2007
pub.1023695321,2007
pub.1023358942,2007
pub.1023299541,2007
pub.1023283458,2007
pub.1023269316,2007
pub.1022955088,2007
pub.1022855288,2007
pub.1022294121,2007
pub.1022269011,2007
pub.1022092745,2007
pub.1021861629,2007
pub.1021735210,2007
pub.1021174369,2007
pub.1021154984,2007
pub.1020994702,2007
pub.1019099554,2007
pub.1019091315,2007
pub.1018007760,2007
pub.1017575956,2007
pub.1016622874,2007
pub.1015832038,2007
pub.1015139276,2007
pub.1015082330,2007
pub.1014933870,2007
pub.1014798001,2007
pub.1014153807,2007
pub.1013919435,2007
pub.1013592570,2007
pub.1013159292,2007
pub.1012967551,2007
pub.1012941565,2007
pub.1012898922,2007
pub.1012860328,2007
pub.1011613295,2007
pub.1010842918,2007
pub.1010605764,2007
pub.1010272309,2007
pub.1010169007,2007
pub.1010086139,2007
pub.1009938505,2007
pub.1009895593,2007
pub.1009404040,2007
pub.1008414943,2007
pub.1008308895,2007
pub.1008239000,2007
pub.1008053726,2007
pub.1006987296,2007
pub.1006771114,2007
pub.1006350928,2007
pub.1005576665,2007
pub.1005561940,2007
pub.1004939014,2007
pub.1004643718,2007
pub.1004050079,2007
pub.1004013799,2007
pub.1003768092,2007
pub.1003212080,2007
pub.1003183651,2007
pub.1003105447,2007
pub.1002914293,2007
pub.1002898249,2007
pub.1002650402,2007
pub.1002540965,2007
pub.1001772525,2007
pub.1001731077,2007
pub.1000617972,2007
pub.1101687016,2013
pub.1101687005,2013
pub.1027773866,2013
pub.1027614988,2013
pub.1025082102,2013
pub.1020730294,2013
pub.1014005898,2013
pub.1012883720,2013
pub.1008344207,2013
pub.1004523632,2013
pub.1112563497,2013
pub.1101687008,2013
pub.1036314857,2013
pub.1015655912,2013
pub.1004279100,2013
pub.1001016134,2013
pub.1078832572,2013
pub.1078832571,2013
pub.1078832570,2013
pub.1078832569,2013
pub.1052530935,2013
pub.1047526128,2013
pub.1047100882,2013
pub.1043933337,2013
pub.1042969982,2013
pub.1038030072,2013
pub.1031380073,2013
pub.1031117175,2013
pub.1029637364,2013
pub.1012849647,2013
pub.1009646919,2013
pub.1007742270,2013
pub.1006910141,2013
pub.1001287163,2013
pub.1050934258,2013
pub.1048616751,2013
pub.1047752245,2013
pub.1045814948,2013
pub.1039665473,2013
pub.1039228441,2013
pub.1039061862,2013
pub.1038200678,2013
pub.1037621753,2013
pub.1036709867,2013
pub.1035435128,2013
pub.1034378464,2013
pub.1033358929,2013
pub.1028706330,2013
pub.1027795771,2013
pub.1025217230,2013
pub.1024028412,2013
pub.1023131315,2013
pub.1022840879,2013
pub.1022112638,2013
pub.1020858921,2013
pub.1020710721,2013
pub.1020188596,2013
pub.1016609558,2013
pub.1015789269,2013
pub.1014708876,2013
pub.1012016608,2013
pub.1008067135,2013
pub.1007913023,2013
pub.1007710282,2013
pub.1006556906,2013
pub.1006519935,2013
pub.1006016403,2013
pub.1004499808,2013
pub.1004029765,2013
pub.1002691474,2013
pub.1101687015,2013
pub.1101687014,2013
pub.1065267337,2013
pub.1052556889,2013
pub.1041650807,2013
pub.1027801882,2013
pub.1101687013,2013
pub.1101687007,2013
pub.1062809495,2013
pub.1051124154,2013
pub.1050771299,2013
pub.1048853647,2013
pub.1046611414,2013
pub.1043802066,2013
pub.1043762717,2013
pub.1039731557,2013
pub.1038230601,2013
pub.1037706165,2013
pub.1037334967,2013
pub.1036889152,2013
pub.1032372864,2013
pub.1027833749,2013
pub.1025611901,2013
pub.1023729832,2013
pub.1019217618,2013
pub.1019080610,2013
pub.1018959207,2013
pub.1012591192,2013
pub.1012226891,2013
pub.1004686148,2013
pub.1004389558,2013
pub.1003070810,2013
pub.1001637376,2013
pub.1001254619,2013
pub.1000010543,2013
pub.1113967032,2013
pub.1113967031,2013
pub.1113967028,2013
pub.1113967023,2013
pub.1113967017,2013
pub.1044745596,2013
pub.1021495754,2013
pub.1019728877,2013
pub.1028891868,2013
pub.1113967029,2013
pub.1113967024,2013
pub.1113967020,2013
pub.1113967019,2013
pub.1101687011,2013
