pub_id,year
pub.1050226072,2009
pub.1049582013,2009
pub.1047349083,2009
pub.1046636285,2009
pub.1046258459,2009
pub.1045705386,2009
pub.1044136792,2009
pub.1044003693,2009
pub.1039324339,2009
pub.1039282627,2009
pub.1038263028,2009
pub.1032175425,2009
pub.1030194009,2009
pub.1028872126,2009
pub.1020832422,2009
pub.1020273484,2009
pub.1019836415,2009
pub.1019435892,2009
pub.1017374788,2009
pub.1017362663,2009
pub.1017048149,2009
pub.1016690901,2009
pub.1015006528,2009
pub.1014378908,2009
pub.1014329263,2009
pub.1013843858,2009
pub.1013217164,2009
pub.1011683502,2009
pub.1011413331,2009
pub.1009293107,2009
pub.1008746276,2009
pub.1008232831,2009
pub.1007710119,2009
pub.1005980287,2009
pub.1002559236,2009
pub.1002262949,2009
pub.1001659173,2009
pub.1000761970,2009
pub.1000645693,2009
pub.1000576681,2009
pub.1000332031,2009
pub.1113912678,2009
pub.1062804243,2009
pub.1062804230,2009
pub.1062804223,2009
pub.1062804221,2009
pub.1062804220,2009
pub.1062804212,2009
pub.1062804192,2009
pub.1062804162,2009
pub.1062804131,2009
pub.1062804114,2009
pub.1062804070,2009
pub.1062803962,2009
pub.1062803869,2009
pub.1054122456,2009
pub.1048542782,2009
pub.1040485307,2009
pub.1027961668,2009
pub.1014403624,2009
pub.1013718445,2009
pub.1008554854,2009
pub.1004986199,2009
pub.1002688078,2009
pub.1002025359,2009
pub.1062804226,2009
pub.1062804225,2009
pub.1062804224,2009
pub.1062804222,2009
pub.1062804206,2009
pub.1062804202,2009
pub.1062804201,2009
pub.1062804197,2009
pub.1062804195,2009
pub.1062804194,2009
pub.1062804191,2009
pub.1062804179,2009
pub.1062804173,2009
pub.1062804087,2009
pub.1062804038,2009
pub.1062803970,2009
pub.1062803965,2009
pub.1062803730,2009
pub.1008898094,2009
pub.1007478819,2009
pub.1046740144,2009
pub.1042587063,2009
pub.1024441221,2009
pub.1062804181,2009
pub.1062804050,2009
pub.1062803868,2009
pub.1047993112,2009
pub.1026059660,2009
pub.1113912680,2009
pub.1077995162,2009
pub.1077995161,2009
pub.1077995160,2009
pub.1077995146,2009
pub.1077995145,2009
pub.1077995144,2009
pub.1062804178,2009
pub.1062804155,2009
pub.1062804093,2009
pub.1062804089,2009
pub.1062804084,2009
pub.1062803942,2009
pub.1062803737,2009
pub.1062803658,2009
pub.1062803582,2009
pub.1050353469,2009
pub.1049229955,2009
pub.1045927678,2009
pub.1045728009,2009
pub.1041407425,2009
pub.1036352758,2009
pub.1028161719,2009
pub.1027603676,2009
pub.1025654133,2009
pub.1022949687,2009
pub.1018453748,2009
pub.1017436897,2009
pub.1005915824,2009
pub.1004391326,2009
pub.1002514547,2009
pub.1101685067,2009
pub.1101685065,2009
pub.1101685062,2009
pub.1101685061,2009
pub.1062804161,2009
pub.1062804159,2009
pub.1062804156,2009
pub.1062804153,2009
pub.1062804145,2009
pub.1062804141,2009
pub.1062804135,2009
pub.1062804132,2009
pub.1062804130,2009
pub.1062804123,2009
pub.1062804122,2009
pub.1062804071,2009
pub.1062804069,2009
pub.1062804068,2009
pub.1062803966,2009
pub.1062803958,2009
pub.1062803920,2009
pub.1057572786,2009
pub.1057572781,2009
pub.1052104800,2009
pub.1050835614,2009
pub.1050772957,2009
pub.1050503944,2009
pub.1048782876,2009
pub.1044686448,2009
pub.1044094847,2009
pub.1036329552,2009
pub.1035391438,2009
pub.1031809945,2009
pub.1031631322,2009
pub.1031345281,2009
pub.1029246214,2009
pub.1028147259,2009
pub.1025967325,2009
pub.1025668827,2009
pub.1025471740,2009
pub.1023826851,2009
pub.1021807527,2009
pub.1017974110,2009
pub.1015781505,2009
pub.1013831044,2009
pub.1013090804,2009
pub.1011684110,2009
pub.1011566225,2009
pub.1010729696,2009
pub.1009923916,2009
pub.1006948703,2009
pub.1005773944,2009
pub.1003229131,2009
pub.1002355601,2009
pub.1001624767,2009
pub.1000158194,2009
pub.1000098064,2009
pub.1062804147,2009
pub.1062804146,2009
pub.1062804133,2009
pub.1062804129,2009
pub.1062804113,2009
pub.1062804111,2009
pub.1062804106,2009
pub.1062804105,2009
pub.1062804104,2009
pub.1062804103,2009
pub.1062804102,2009
pub.1062804101,2009
pub.1062804100,2009
pub.1062804099,2009
pub.1062804098,2009
pub.1062804097,2009
pub.1062804092,2009
pub.1062804083,2009
pub.1062804058,2009
pub.1062804053,2009
pub.1062804015,2009
pub.1062803998,2009
pub.1062803994,2009
pub.1062803991,2009
pub.1062803908,2009
pub.1062803768,2009
pub.1062803760,2009
pub.1049154507,2009
pub.1047521032,2009
pub.1037953552,2009
pub.1025458082,2009
pub.1008378677,2009
pub.1001505285,2009
pub.1053588640,2009
pub.1053387263,2009
pub.1052024308,2009
pub.1051119923,2009
pub.1050171199,2009
pub.1048577881,2009
pub.1046738791,2009
pub.1045666546,2009
pub.1045600582,2009
pub.1045600033,2009
pub.1044852549,2009
pub.1043730408,2009
pub.1042810038,2009
pub.1042174337,2009
pub.1042052730,2009
pub.1041318023,2009
pub.1040501857,2009
pub.1040102030,2009
pub.1040075361,2009
pub.1039338547,2009
pub.1039221513,2009
pub.1036459852,2009
pub.1036204753,2009
pub.1035220944,2009
pub.1035143468,2009
pub.1035129590,2009
pub.1034647718,2009
pub.1034560542,2009
pub.1033312827,2009
pub.1032908413,2009
pub.1032173691,2009
pub.1032140957,2009
pub.1031005312,2009
pub.1030322296,2009
pub.1027843372,2009
pub.1027781042,2009
pub.1027778845,2009
pub.1027211006,2009
pub.1027194279,2009
pub.1026955624,2009
pub.1026497239,2009
pub.1024553458,2009
pub.1023543751,2009
pub.1023379868,2009
pub.1022517965,2009
pub.1022346064,2009
pub.1021775060,2009
pub.1021508829,2009
pub.1020070086,2009
pub.1019622280,2009
pub.1019398522,2009
pub.1018181738,2009
pub.1017643686,2009
pub.1017057136,2009
pub.1016856540,2009
pub.1016661497,2009
pub.1016641823,2009
pub.1016625669,2009
pub.1015800219,2009
pub.1015523556,2009
pub.1014447636,2009
pub.1014118472,2009
pub.1013914503,2009
pub.1013822756,2009
pub.1013303511,2009
pub.1012794991,2009
pub.1012326208,2009
pub.1011556492,2009
pub.1010274250,2009
pub.1009781881,2009
pub.1009280148,2009
pub.1008991516,2009
pub.1006069431,2009
pub.1005847753,2009
pub.1005645473,2009
pub.1004888774,2009
pub.1004874628,2009
pub.1004803391,2009
pub.1004248140,2009
pub.1003929900,2009
pub.1002657273,2009
pub.1002285320,2009
pub.1000956647,2009
pub.1000826711,2009
pub.1000746022,2009
pub.1062804120,2009
pub.1062804118,2009
pub.1062804117,2009
pub.1062804116,2009
pub.1062804115,2009
pub.1062804108,2009
pub.1062804095,2009
pub.1062804094,2009
pub.1062804091,2009
pub.1062804090,2009
pub.1062804079,2009
pub.1062804028,2009
pub.1062802632,2009
pub.1047575111,2009
pub.1044973362,2009
pub.1020617369,2009
pub.1009051214,2009
pub.1006545972,2009
pub.1030907527,2009
pub.1006043179,2009
pub.1062804078,2009
pub.1062804075,2009
pub.1062804074,2009
pub.1062804072,2009
pub.1062803984,2009
pub.1062803980,2009
pub.1062803918,2009
pub.1040912509,2009
pub.1031921342,2009
pub.1113912672,2009
pub.1077989894,2009
pub.1077989893,2009
pub.1077989892,2009
pub.1077989891,2009
pub.1077989890,2009
pub.1077989889,2009
pub.1077989888,2009
pub.1077989887,2009
pub.1077989886,2009
pub.1062804054,2009
pub.1062804052,2009
pub.1062804049,2009
pub.1062804046,2009
pub.1062804045,2009
pub.1062803955,2009
pub.1062803873,2009
pub.1062803871,2009
pub.1062803870,2009
pub.1062803854,2009
pub.1062803734,2009
pub.1052496613,2009
pub.1052248424,2009
pub.1050331302,2009
pub.1049120651,2009
pub.1046128954,2009
pub.1044041869,2009
pub.1042452874,2009
pub.1039177356,2009
pub.1038061309,2009
pub.1038004174,2009
pub.1035411378,2009
pub.1032963536,2009
pub.1029202201,2009
pub.1029048136,2009
pub.1027210152,2009
pub.1021822960,2009
pub.1016117852,2009
pub.1015101102,2009
pub.1011302536,2009
pub.1010312944,2009
pub.1005650427,2009
pub.1001373262,2009
pub.1113912657,2009
pub.1113912645,2009
pub.1101685064,2009
pub.1101685063,2009
pub.1101685060,2009
pub.1101685056,2009
pub.1062804067,2009
pub.1062804060,2009
pub.1062804057,2009
pub.1062804056,2009
pub.1062804044,2009
pub.1062804017,2009
pub.1062804003,2009
pub.1062803999,2009
pub.1062803978,2009
pub.1062803974,2009
pub.1062803967,2009
pub.1062803784,2009
pub.1049791888,2009
pub.1046336900,2009
pub.1045602704,2009
pub.1044039189,2009
pub.1043630664,2009
pub.1040663036,2009
pub.1040492699,2009
pub.1040408236,2009
pub.1039057438,2009
pub.1039004200,2009
pub.1033598244,2009
pub.1033441803,2009
pub.1031890653,2009
pub.1031258467,2009
pub.1029977634,2009
pub.1029907567,2009
pub.1029742481,2009
pub.1028953522,2009
pub.1028140368,2009
pub.1028085362,2009
pub.1027492959,2009
pub.1025277971,2009
pub.1022064052,2009
pub.1021848201,2009
pub.1019052926,2009
pub.1018716254,2009
pub.1017931165,2009
pub.1017460418,2009
pub.1016988126,2009
pub.1015882905,2009
pub.1014408579,2009
pub.1014029860,2009
pub.1013541878,2009
pub.1011758494,2009
pub.1010756924,2009
pub.1009823317,2009
pub.1009021258,2009
pub.1008982893,2009
pub.1007408889,2009
pub.1006744450,2009
pub.1005753541,2009
pub.1003776122,2009
pub.1003525114,2009
pub.1003287993,2009
pub.1002864961,2009
pub.1002444831,2009
pub.1113912664,2009
pub.1113912663,2009
pub.1062804055,2009
pub.1062804043,2009
pub.1062804042,2009
pub.1062804041,2009
pub.1062804036,2009
pub.1062804035,2009
pub.1062804033,2009
pub.1062804019,2009
pub.1062804018,2009
pub.1062804016,2009
pub.1062804013,2009
pub.1062804011,2009
pub.1062804010,2009
pub.1062804009,2009
pub.1062804008,2009
pub.1062804007,2009
pub.1062804005,2009
pub.1062804001,2009
pub.1062804000,2009
pub.1062803992,2009
pub.1062803990,2009
pub.1062803989,2009
pub.1062803988,2009
pub.1062803721,2009
pub.1048455167,2009
pub.1036328444,2009
pub.1028551223,2009
pub.1025081703,2009
pub.1024727774,2009
pub.1023137517,2009
pub.1006886456,2009
pub.1005989834,2009
pub.1062804037,2009
pub.1062804034,2009
pub.1062804032,2009
pub.1062804031,2009
pub.1062804029,2009
pub.1062804027,2009
pub.1062804026,2009
pub.1062804025,2009
pub.1062804024,2009
pub.1062804020,2009
pub.1062804004,2009
pub.1062804002,2009
pub.1062803987,2009
pub.1062803983,2009
pub.1062803982,2009
pub.1048811014,2009
pub.1043018799,2009
pub.1037859491,2009
pub.1036099054,2009
pub.1028236676,2009
pub.1001795322,2009
pub.1113912662,2009
pub.1062803986,2009
pub.1062803985,2009
pub.1062803927,2009
pub.1062803817,2009
pub.1113912667,2009
pub.1113912666,2009
pub.1113912653,2009
pub.1077987743,2009
pub.1077987742,2009
pub.1077987741,2009
pub.1077987740,2009
pub.1062803975,2009
pub.1062803972,2009
pub.1062803969,2009
pub.1062803952,2009
pub.1062803948,2009
pub.1062803947,2009
pub.1062803944,2009
pub.1062803901,2009
pub.1062803899,2009
pub.1062803740,2009
pub.1062803725,2009
pub.1062803404,2009
pub.1052275467,2009
pub.1051980336,2009
pub.1049413750,2009
pub.1049409897,2009
pub.1044712384,2009
pub.1037854998,2009
pub.1037621549,2009
pub.1029624730,2009
pub.1015591722,2009
pub.1015485765,2009
pub.1007113922,2009
pub.1113912661,2009
pub.1113912660,2009
pub.1113912655,2009
pub.1113912650,2009
pub.1113912649,2009
pub.1113912634,2009
pub.1113912593,2009
pub.1101685059,2009
pub.1101685057,2009
pub.1101685054,2009
pub.1101685052,2009
pub.1062803964,2009
pub.1062803963,2009
pub.1062803960,2009
pub.1062803917,2009
pub.1062803900,2009
pub.1062803880,2009
pub.1062803876,2009
pub.1062803842,2009
pub.1062803818,2009
pub.1062803799,2009
pub.1062803637,2009
pub.1057572783,2009
pub.1057572780,2009
pub.1052226004,2009
pub.1050942296,2009
pub.1050574886,2009
pub.1050019769,2009
pub.1049890597,2009
pub.1047905415,2009
pub.1045806314,2009
pub.1045804972,2009
pub.1044954693,2009
pub.1044110908,2009
pub.1043810584,2009
pub.1040391056,2009
pub.1039807536,2009
pub.1039005347,2009
pub.1038837039,2009
pub.1038127868,2009
pub.1038114103,2009
pub.1037031378,2009
pub.1030834128,2009
pub.1025539464,2009
pub.1024476991,2009
pub.1022853398,2009
pub.1022352168,2009
pub.1021153210,2009
pub.1020699597,2009
pub.1019408101,2009
pub.1017311125,2009
pub.1015391328,2009
pub.1015356774,2009
pub.1013220051,2009
pub.1011741010,2009
pub.1011344537,2009
pub.1010554573,2009
pub.1009392900,2009
pub.1009187268,2009
pub.1007265730,2009
pub.1007017719,2009
pub.1003039415,2009
pub.1002673482,2009
pub.1000557224,2009
pub.1113912632,2009
pub.1062803959,2009
pub.1062803957,2009
pub.1062803956,2009
pub.1062803953,2009
pub.1062803950,2009
pub.1062803949,2009
pub.1062803946,2009
pub.1062803945,2009
pub.1062803943,2009
pub.1062803941,2009
pub.1062803934,2009
pub.1062803929,2009
pub.1062803928,2009
pub.1062803925,2009
pub.1062803923,2009
pub.1062803922,2009
pub.1062803921,2009
pub.1062803919,2009
pub.1062803912,2009
pub.1062803911,2009
pub.1062803910,2009
pub.1062803909,2009
pub.1062803907,2009
pub.1062803769,2009
pub.1062803505,2009
pub.1052176618,2009
pub.1047589742,2009
pub.1046100046,2009
pub.1043990636,2009
pub.1039414445,2009
pub.1031034463,2009
pub.1030914446,2009
pub.1030348533,2009
pub.1015362782,2009
pub.1013564191,2009
pub.1062803940,2009
pub.1062803939,2009
pub.1062803938,2009
pub.1062803937,2009
pub.1062803936,2009
pub.1062803935,2009
pub.1062803933,2009
pub.1062803932,2009
pub.1062803930,2009
pub.1062803926,2009
pub.1062803924,2009
pub.1062803906,2009
pub.1062803831,2009
pub.1062803806,2009
pub.1062803641,2009
pub.1048156946,2009
pub.1035714066,2009
pub.1030364730,2009
pub.1009646379,2009
pub.1009162100,2009
pub.1041217843,2009
pub.1030482674,2009
pub.1026053102,2009
pub.1024687344,2009
pub.1016394429,2009
pub.1015253453,2009
pub.1010000867,2009
pub.1039582689,2009
pub.1033052288,2009
pub.1000704700,2009
pub.1062803916,2009
pub.1062803915,2009
pub.1062803914,2009
pub.1062803898,2009
pub.1062803888,2009
pub.1062803887,2009
pub.1062803696,2009
pub.1062803589,2009
pub.1034371214,2009
pub.1028381527,2009
pub.1013996852,2009
pub.1012363478,2009
pub.1077984649,2009
pub.1077984607,2009
pub.1077984020,2009
pub.1077984019,2009
pub.1062803872,2009
pub.1062803852,2009
pub.1062803850,2009
pub.1062803846,2009
pub.1062803840,2009
pub.1062803835,2009
pub.1062803800,2009
pub.1062803783,2009
pub.1062803654,2009
pub.1062803476,2009
pub.1062803273,2009
pub.1057572728,2009
pub.1050954496,2009
pub.1046902609,2009
pub.1035466623,2009
pub.1034231763,2009
pub.1032412904,2009
pub.1027711095,2009
pub.1026960009,2009
pub.1020150055,2009
pub.1018176449,2009
pub.1017520587,2009
pub.1017225886,2009
pub.1014241523,2009
pub.1013974743,2009
pub.1011422461,2009
pub.1006906398,2009
pub.1006824884,2009
pub.1113912646,2009
pub.1101685047,2009
pub.1101685046,2009
pub.1101685045,2009
pub.1101685044,2009
pub.1062803877,2009
pub.1062803875,2009
pub.1062803874,2009
pub.1062803866,2009
pub.1062803865,2009
pub.1062803864,2009
pub.1062803863,2009
pub.1062803860,2009
pub.1062803859,2009
pub.1062803858,2009
pub.1062803857,2009
pub.1062803856,2009
pub.1062803853,2009
pub.1062803851,2009
pub.1062803839,2009
pub.1062803812,2009
pub.1062803804,2009
pub.1062803803,2009
pub.1062803711,2009
pub.1062803695,2009
pub.1057572777,2009
pub.1057572776,2009
pub.1051579120,2009
pub.1051332388,2009
pub.1046946261,2009
pub.1044861995,2009
pub.1044543482,2009
pub.1043778403,2009
pub.1043229148,2009
pub.1043014306,2009
pub.1041563221,2009
pub.1040223450,2009
pub.1039377204,2009
pub.1037917356,2009
pub.1035990121,2009
pub.1034694935,2009
pub.1027917670,2009
pub.1026981761,2009
pub.1024477068,2009
pub.1024326131,2009
pub.1024102372,2009
pub.1022834798,2009
pub.1021899536,2009
pub.1021546171,2009
pub.1019092570,2009
pub.1018185490,2009
pub.1015294483,2009
pub.1015280097,2009
pub.1014858005,2009
pub.1014273021,2009
pub.1014233824,2009
pub.1013915631,2009
pub.1012263184,2009
pub.1009864582,2009
pub.1009665665,2009
pub.1007242997,2009
pub.1006929500,2009
pub.1006896830,2009
pub.1004726466,2009
pub.1003207160,2009
pub.1001475682,2009
pub.1001253733,2009
pub.1001244921,2009
pub.1000666933,2009
pub.1000301760,2009
pub.1062803861,2009
pub.1062803849,2009
pub.1062803848,2009
pub.1062803844,2009
pub.1062803843,2009
pub.1062803838,2009
pub.1062803837,2009
pub.1062803836,2009
pub.1062803830,2009
pub.1062803827,2009
pub.1062803826,2009
pub.1062803825,2009
pub.1062803824,2009
pub.1062803823,2009
pub.1062803822,2009
pub.1062803708,2009
pub.1062803625,2009
pub.1062803566,2009
pub.1049770194,2009
pub.1046783944,2009
pub.1033763825,2009
pub.1027100550,2009
pub.1026827568,2009
pub.1025000468,2009
pub.1020534310,2009
pub.1020105564,2009
pub.1012526721,2009
pub.1012047699,2009
pub.1005442447,2009
pub.1062803847,2009
pub.1062803845,2009
pub.1062803834,2009
pub.1062803832,2009
pub.1062803829,2009
pub.1062803820,2009
pub.1062803815,2009
pub.1062803813,2009
pub.1062803559,2009
pub.1020176812,2009
pub.1042946712,2009
pub.1021915407,2009
pub.1062803807,2009
pub.1062803779,2009
pub.1062803723,2009
pub.1042632925,2009
pub.1113912643,2009
pub.1113912641,2009
pub.1077984010,2009
pub.1077984009,2009
pub.1077984007,2009
pub.1077984006,2009
pub.1062803811,2009
pub.1062803809,2009
pub.1062803805,2009
pub.1062803796,2009
pub.1062803790,2009
pub.1062803774,2009
pub.1062803739,2009
pub.1062803699,2009
pub.1062803656,2009
pub.1062803615,2009
pub.1062803581,2009
pub.1051694296,2009
pub.1044258850,2009
pub.1041288170,2009
pub.1039280458,2009
pub.1039107242,2009
pub.1036887937,2009
pub.1035799685,2009
pub.1033157624,2009
pub.1033156595,2009
pub.1030493271,2009
pub.1027750351,2009
pub.1026180641,2009
pub.1024091939,2009
pub.1020635150,2009
pub.1020514242,2009
pub.1017104427,2009
pub.1013105233,2009
pub.1010875436,2009
pub.1009490529,2009
pub.1101685039,2009
pub.1101685038,2009
pub.1101685030,2009
